product_name,current_stock,shop_name,shop_id,brand,unique_item_id,sold_per_month,historical_sold,liked_count,variation_type,variation,current_price,min_price,max_price,lowest_price_guarantee,current_discount_percentage,rating_star,shopee_verified,official_shop,cc_installment,none_cc_installment,preferred_seller,shop_location,shop_rating,cod,extraction_date
Clos du Bois Pinot Noir California Red Wine 75cl,4,SingleMalt.PH,426244685,,13418070719,0,1,2,,[''],874.0,874.0,874.0,False,0,4,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Tomatin Cask Strength - Bourbon & Sherry Casks 70cl,2,SingleMalt.PH,426244685,,13223242326,0,0,1,,[''],3949.0,3949.0,3949.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Cruzan Aged Dark Caribbean Rum 75cl,4,SingleMalt.PH,426244685,,12418060256,0,1,2,,[''],515.0,515.0,515.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
John Jameson Cold Brew 70cl,4,SingleMalt.PH,426244685,,12452052825,0,0,1,,[''],2399.0,2399.0,2399.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glenmorangie Tale of Winter 70cl + Glenmorangie 10 Year Old 70cl,3,SingleMalt.PH,426244685,,16887564596,1,1,0,,[''],7299.0,7299.0,7299.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Glenmorangie X Single Malt Scotch Whisky 70cl,3,SingleMalt.PH,426244685,,21525063911,0,4,0,,[''],2099.0,2099.0,2099.0,False,0,3,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Omar Single Malt - Bourbon 70cl 46%,2,SingleMalt.PH,426244685,,10559809859,0,5,1,,[''],2199.0,2199.0,2199.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Aberlour Abunadh Batch No. 67 70cl,1,SingleMalt.PH,426244685,,19265687685,0,0,0,,[''],6699.0,6699.0,6699.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Jura 12 Year Old Single Malt Scotch Whisky 70cl,1,SingleMalt.PH,426244685,,8559665509,0,6,4,,[''],2299.0,2299.0,2299.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
That Boutique-Y Whiskey Company 12 Day Advent Set 3cl,2,SingleMalt.PH,426244685,,13323225545,0,1,1,,[''],4499.0,4499.0,4499.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bevtools Heavyweight Cobbler Shaker - Stainless,6,SingleMalt.PH,426244685,,20928645929,0,0,0,,[''],1999.0,1999.0,1999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Drumshanbo with Sardinian Citrus Gunpowder Irish Gin 70cl,1,SingleMalt.PH,426244685,,23342620143,0,0,1,,[''],3199.0,3199.0,3199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Laphroaig 10 Year Old Sherry Oak Finish 70cl (Annual Limited Release),2,SingleMalt.PH,426244685,,21538390186,0,1,1,,[''],6599.0,6599.0,6599.0,False,18%,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Famous Grouse Sherry Cask 70cl,2,SingleMalt.PH,426244685,,19769577027,0,1,2,,[''],1585.0,1585.0,1585.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Douglas Laing Epicurean Small Batch 70cl w/ Free 2 Highball Glasses,2,SingleMalt.PH,426244685,,12113705975,0,4,1,,[''],1899.0,1899.0,1899.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Davidoff VSOP Cognac 1.5L,1,SingleMalt.PH,426244685,,21914595055,0,0,1,,[''],5395.0,5395.0,5395.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glendalough Double Barrel Irish Whiskey 70cl,8,SingleMalt.PH,426244685,,11354008954,1,1,0,,[''],2549.0,2549.0,2549.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glenmorangie Nectar D'or - Sauternes Cask 70cl,2,SingleMalt.PH,426244685,,8194661360,0,2,0,,[''],4999.0,4999.0,4999.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Absolut Mandrin Vodka 5cl Miniature,1,SingleMalt.PH,426244685,,20700923928,0,0,0,,[''],155.0,155.0,155.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Martell Noblige CNY Limited Edition Cognac 70cl,1,SingleMalt.PH,426244685,,19900773373,0,3,4,,[''],4099.0,4099.0,4099.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Ballantines 15 Year Old Miltonduff Single Malt 70cl,3,SingleMalt.PH,426244685,,12314642528,0,2,1,,[''],3349.0,3349.0,3349.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bombay Sapphire English Estate Gin 1L,2,SingleMalt.PH,426244685,,12628946629,1,1,1,,[''],2299.0,2299.0,2299.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Spey Fumare Single Malt Scotch Whisky 70cl,1,SingleMalt.PH,426244685,,12022947889,0,1,1,,[''],3299.0,3299.0,3299.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Martell Cordon Bleu Limited Edition by Mathias Kiss Cognac 70cl,1,SingleMalt.PH,426244685,,12522091717,0,1,2,,[''],9499.0,9499.0,9499.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Penderyn Madeira Finish Gold Single Malt Whisky 70cl,7,SingleMalt.PH,426244685,,10655947013,0,0,4,,[''],2799.0,2799.0,2799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bevtools Classic Shaker Tin Set - Copper,1,SingleMalt.PH,426244685,,19728641892,0,1,0,,[''],1199.0,1199.0,1199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Ballantines 15 Year Old Glentaucher Single Malt 70cl,4,SingleMalt.PH,426244685,,13014643003,1,1,2,,[''],3099.0,3099.0,3099.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Balvenie 12 Year Old Double Wood Single Malt Whisky 70cl,1,SingleMalt.PH,426244685,,13714796779,1,5,5,,[''],5099.0,5099.0,5099.0,False,0,4.333333333333333,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Tullibardine Sherry Finish Single Malt Scotch Whisky 70cl,2,SingleMalt.PH,426244685,,12823254814,0,4,0,,[''],2599.0,2599.0,2599.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
"Glendronach 15 Year Old ""The Revival"" - Old Bottling, Original Non Chill Filtered - Discontinued 70c",1,SingleMalt.PH,426244685,,17362351296,0,0,0,,[''],10599.0,10599.0,10599.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Douglas Laing - Epicurean 12 Year Old 70cl - Limited Release,5,SingleMalt.PH,426244685,,13318696743,0,1,1,,[''],2399.0,2399.0,2399.0,False,0,4,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Douglas Laing Timorous Beastie Scotch Whisky 70cl,8,SingleMalt.PH,426244685,,13918726575,0,1,0,,[''],2499.0,2499.0,2499.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Kurayoshi 12 Year Old Japanese Whisky 70cl,1,SingleMalt.PH,426244685,,13028996472,0,3,1,,[''],4999.0,4999.0,4999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Zubrowka Biala Vodka 70cl,3,SingleMalt.PH,426244685,,12328938354,0,1,1,,[''],1699.0,1699.0,1699.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Wakatsuru Junenmyo Premium Japanese Whisky 70cl,2,SingleMalt.PH,426244685,,11456667256,0,0,0,,[''],5499.0,5499.0,5499.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Omar Singlemalt Miniature Set 5cl (Bourbon + Sherry),1,SingleMalt.PH,426244685,,22400287307,0,0,1,,[''],429.0,429.0,429.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Wolfburn Langskip Single Malt Whisky - High Strength 70cl,1,SingleMalt.PH,426244685,,20204362457,0,0,1,,[''],3199.0,3199.0,3199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Green Spot Single Pot Still Whiskey 70cl,10,SingleMalt.PH,426244685,,12819619257,0,8,2,,[''],2999.0,2999.0,2999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Nikka Black Rich Blend Whisky 70cl,11,SingleMalt.PH,426244685,,16274622912,0,0,0,,[''],1820.0,1820.0,1820.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Kavalan Podium Single Malt Scotch Whisky 70cl,11,SingleMalt.PH,426244685,,12321480287,0,0,1,,[''],4499.0,4499.0,4499.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Highland Park - Spirit of the Bear Whisky 1L,1,SingleMalt.PH,426244685,,11154781211,0,0,3,,[''],4299.0,4299.0,4299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Dumont VSOP Brandy Barrel Reserve 70cl,23,SingleMalt.PH,426244685,,19404596859,0,0,2,,[''],1529.0,1529.0,1529.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Teeling Small Batch 70cl with 2 Glasses in Gold Tin Can,1,SingleMalt.PH,426244685,,13214167425,0,3,4,,[''],1659.0,1659.0,1659.0,False,0,3,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Wild Turkey American Honey 75cl,7,SingleMalt.PH,426244685,,12423537500,0,0,1,,[''],1529.0,1529.0,1529.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Aberlour Casg Annamh Single Malt Whisky Batch No. 4 70cl - Limited Release,2,SingleMalt.PH,426244685,,21800630318,0,1,0,,[''],4299.0,4299.0,4299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glendalough Single Cask Calvados XO French Oak Finish 70cl,1,SingleMalt.PH,426244685,,13118787839,0,2,2,,[''],2469.0,2469.0,2469.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glenfarclas 30 Year Old,1,SingleMalt.PH,426244685,,21745529587,0,0,0,,[''],41999.0,41999.0,41999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Drumshanbo with California Orange Citrus Gunpowder 70cl,3,SingleMalt.PH,426244685,,23568109180,0,1,1,,[''],3199.0,3199.0,3199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Tomintoul 10 Year Old Single Malt Scotch Whisky 70cl,5,SingleMalt.PH,426244685,,11256536037,0,4,3,,[''],2299.0,2299.0,2299.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Douglas Laing - Big Peat 27 Year Old Whisky Black Edition 70cl,2,SingleMalt.PH,426244685,,10853966692,0,0,0,,[''],12199.0,12199.0,12199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Camus VS Port Finish Cognac 70cl,1,SingleMalt.PH,426244685,,12617282478,0,0,1,,[''],4675.0,4675.0,4675.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Calem Porto 20 Year Old - Tawny Port Wine 75cl,2,SingleMalt.PH,426244685,,10053114566,0,0,2,,[''],3099.0,3099.0,3099.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Singleton of Dufftown 15 Year Old Scotch Whisky 70cl,6,SingleMalt.PH,426244685,,10356141003,0,1,1,,[''],3899.0,3899.0,3899.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Beefeater Pink Gin 70cl,2,SingleMalt.PH,426244685,,23042630873,0,0,1,,[''],849.0,849.0,849.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Kavalan Gin 70cl | Taiwan Gin,3,SingleMalt.PH,426244685,,12921474463,1,1,0,,[''],1799.0,1799.0,1799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Kavalan Distillery Select Single Malt No.2 70cl,1,SingleMalt.PH,426244685,,10859856188,0,0,3,,[''],3599.0,3599.0,3599.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Robert Mondavi Private Selection Bourbon Barrel Aged Cabernet Sauvignon 75cl,3,SingleMalt.PH,426244685,,20089133691,0,0,0,,[''],1685.0,1685.0,1685.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Burn Mckenzie Blended Scotch Whisky 70cl,2,SingleMalt.PH,426244685,,21600914872,0,3,1,,[''],799.0,799.0,799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Remy Martin VSOP 70cl Festive Gift Pack 2022,3,SingleMalt.PH,426244685,,19369575649,0,0,0,,[''],4250.0,4250.0,4250.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Terranoble Gran Reserva - Cabernet Sauvignon 75cl,2,SingleMalt.PH,426244685,,11156523706,0,0,0,,[''],1129.0,1129.0,1129.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Redbreast 15 Year Old 70cl,1,SingleMalt.PH,426244685,,13936595455,0,0,0,,[''],7243.0,7243.0,7243.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Camus Ile De Re Cliffside Cellar Cognac 70cl,1,SingleMalt.PH,426244685,,12817253377,0,0,1,,[''],4599.0,4599.0,4599.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glendronach Forgue 10 Year Old (Oloroso & Pedro Ximenez) 1L,2,SingleMalt.PH,426244685,,11064146478,0,0,0,,[''],4199.0,4199.0,4199.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Singleton of Dufftown 21 Year Old 70cl,1,SingleMalt.PH,426244685,,9495869677,0,0,1,,[''],20999.0,20999.0,20999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Camus Ile De Re Fine Island Cognac 70cl,3,SingleMalt.PH,426244685,,12417285464,0,0,1,,[''],2799.0,2799.0,2799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Pillitteri Gewurztraminer Riesling Carretto Series,5,SingleMalt.PH,426244685,,13160956099,0,1,1,,[''],739.0,739.0,739.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Koval Bourbon - Single Barrel Whiskey 70cl,1,SingleMalt.PH,426244685,,10155568420,0,1,1,,[''],2799.0,2799.0,2799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Benriach 12 Year Old Year of The Rabbit 2023 Limited Edition 70cl,1,SingleMalt.PH,426244685,,22819969230,0,0,0,,[''],3299.0,3299.0,3299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Encomienda D Cervera - Poker d Tempranillo 75cl,1,SingleMalt.PH,426244685,,10553985028,0,0,0,,[''],1419.0,1419.0,1419.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glenfarclas 15 Year Old Scotch Whisky 70cl,1,SingleMalt.PH,426244685,,12218783416,0,0,0,,[''],4499.0,4499.0,4499.0,False,10%,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bottega Prosecco 75cl,3,SingleMalt.PH,426244685,,12915554449,0,0,0,,[''],1119.0,1119.0,1119.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Lagavulin 8 Year Old 70cl,2,SingleMalt.PH,426244685,,13821479177,0,0,1,,[''],6899.0,6899.0,6899.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Dalwhinnie 15 Year Old Single Malt Whisky 70cl,3,SingleMalt.PH,426244685,,11253615219,0,3,5,,[''],4099.0,4099.0,4099.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glen Grant 15 Year Old Batch Strength 1st Edition 50% 1L - Limited Release,1,SingleMalt.PH,426244685,,11764158814,0,0,2,,[''],5299.0,5299.0,5299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Copper Dog Speyside Blended Malt Whisky 70cl (2 Bottles),2,SingleMalt.PH,426244685,,16780285078,0,0,0,,[''],2999.0,2999.0,2999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Talisker 10 Year Old Single Malt Scotch Whisky 75cl,2,SingleMalt.PH,426244685,,12822943818,0,0,2,,[''],3899.0,3899.0,3899.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Scallywag Year of the Tiger - Limited Edition,3,SingleMalt.PH,426244685,,11794896624,0,0,1,,[''],3399.0,3399.0,3399.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Ardbeg Corryvreckan Single Malt Scotch Whisky 70cl,2,SingleMalt.PH,426244685,,12622672031,0,0,4,,[''],7299.0,7299.0,7299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Tullibardine Sauternes Single Malt Scotch Whisky 70cl,1,SingleMalt.PH,426244685,,12023261994,0,0,0,,[''],2799.0,2799.0,2799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Antiquary Blended Scotch Whisky 21 Year Old 70cl | No Individual Box,1,SingleMalt.PH,426244685,,12814171062,0,0,3,,[''],4099.0,4099.0,4099.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Cotswolds Single Malt Whisky 70cl,2,SingleMalt.PH,426244685,,13218089853,0,3,3,,[''],2949.0,2949.0,2949.0,False,0,5,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Old Pulteney Huddart Single Malt Scotch Whisky 70cl,2,SingleMalt.PH,426244685,,23368000640,1,2,1,,[''],2799.0,2799.0,2799.0,False,15%,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,True,2023-11-27 09:27:50
Sullivans Cove Double Cask XO Tasmanian Brandy 70cl,1,SingleMalt.PH,426244685,,13222936782,0,0,0,,[''],8999.0,8999.0,8999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
"Penderyn ""Icons of Wales - Red Flag"" Madeira 70cl",2,SingleMalt.PH,426244685,,13222208769,0,0,0,,[''],3849.0,3849.0,3849.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Omar Sherry Single Malt Cask Strength Whisky 70cl,1,SingleMalt.PH,426244685,,13136620961,0,0,0,,[''],7799.0,7799.0,7799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bottega Gold Prosecco Spumante 3L,1,SingleMalt.PH,426244685,,13123554921,0,0,1,,[''],9699.0,9699.0,9699.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Tanqueray Rangpur Distilled Gin 1L,1,SingleMalt.PH,426244685,,13123210749,0,1,0,,[''],2249.0,2249.0,2249.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Spey Chairman's Choice Single Malt Scotch Whisky 70cl,1,SingleMalt.PH,426244685,,13122943340,0,0,0,,[''],4899.0,4899.0,4899.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
"Rumbullion! Spiced Rum, England 70cl",2,SingleMalt.PH,426244685,,13122541135,0,0,1,,[''],2399.0,2399.0,2399.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Pillitteri Estate - Cabernet Franc 75cl,6,SingleMalt.PH,426244685,,13122248323,0,0,0,,[''],1069.0,1069.0,1069.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Penderyn Dragon Celt Welsh Whisky 70cl,5,SingleMalt.PH,426244685,,13122227245,0,0,0,,[''],1899.0,1899.0,1899.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Kavalan Solist Moscatel Sherry Cask Single Malt Whisky 70cl,1,SingleMalt.PH,426244685,,13121477169,0,0,2,,[''],17999.0,17999.0,17999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glenmorangie Signet Single Malt Whisky 70cl,1,SingleMalt.PH,426244685,,13119616454,0,0,3,,[''],16999.0,16999.0,16999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glen Grant 18 Year Old 70cl,1,SingleMalt.PH,426244685,,13118805532,0,0,0,,[''],8299.0,8299.0,8299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Clos du Bois Cabernet Sauvignon - California 75cl,2,SingleMalt.PH,426244685,,13118061893,0,0,0,,[''],699.0,699.0,699.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
"Casa Burmester (Reserva) - Branco ""white Wine"" 75cl",1,SingleMalt.PH,426244685,,13117326346,0,0,1,,[''],1275.0,1275.0,1275.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Ancnoc Black Hill Reserve Whisky 1L,1,SingleMalt.PH,426244685,,13036632441,0,5,0,,[''],3699.0,3699.0,3699.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Teeling Brabazon Bottling Series 4 13 Year Old Single Malt 70cl,1,SingleMalt.PH,426244685,,13023212751,0,0,0,,[''],6999.0,6999.0,6999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Spey Royal Choice 70cl,2,SingleMalt.PH,426244685,,13023203468,0,0,0,,[''],12950.0,12950.0,12950.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Bottega Fragolino Rosso (Red) Frizante 75cl,3,SingleMalt.PH,426244685,,13415532954,0,1,0,,[''],879.0,879.0,879.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Pillitteri Estate (Exclamation Series) Reserve - Merlot 75cl,3,SingleMalt.PH,426244685,,12622251468,0,0,1,,[''],1890.0,1890.0,1890.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Caol Ila 17 Year Old - Unpeated Malt 55.9% 70cl,2,SingleMalt.PH,426244685,,13517267225,0,0,1,,[''],8799.0,8799.0,8799.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Red Suntory Japanese Whisky 64cl,7,SingleMalt.PH,426244685,,13493933074,0,0,1,,[''],1179.0,1179.0,1179.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Terranoble CA2 Costa Carmenere Red Wine 75cl,3,SingleMalt.PH,426244685,,13423220777,0,0,0,,[''],1979.0,1979.0,1979.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Simi Landslide Vineyard Cabernet Sauvignon Wine 75cl,3,SingleMalt.PH,426244685,,13422535522,0,0,0,,[''],1859.0,1859.0,1859.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Penderyn Portwood Gold Welsh Whisky 70cl,5,SingleMalt.PH,426244685,,13422213292,0,0,0,,[''],3299.0,3299.0,3299.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Lone Whisker 12 Year Old Bourbon Whiskey 75cl,1,SingleMalt.PH,426244685,,13421533754,0,0,0,,[''],11999.0,11999.0,11999.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Glen Breton Rare 10 Year Old - Canada Single Malt Whisky 70cl,1,SingleMalt.PH,426244685,,13418747850,0,0,1,,[''],3699.0,3699.0,3699.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
Brugal Especial Extra Dry Rum 70cl,1,SingleMalt.PH,426244685,,13415528580,0,0,1,,[''],829.0,829.0,829.0,False,0,0,False,True,False,False,False,"Muntinlupa City, Metro Manila",4.896156,False,2023-11-27 09:27:50
